-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,783,1029,834,1030,834,1029,834,1747,1990,1730,1989,1730,1990,1730,1989,1749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1693,1730,1730,1745,834,847,1093,898,1094,898,1093,898,1811,2054,1794,2053,1794,2054,1794,2053,1813,1730,1730,1730,1730,1730,1687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1757,1794,1794,1809,898,911,-1,-1,-1,-1,-1,-1,1875,2118,1858,2117,1858,2118,1858,2117,1877,1794,1794,1794,1794,1794,1751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1989,1821,1858,1858,1873,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,1941,1858,1858,1858,1858,1858,1815,1730,1730,1749,-1,-1,-1,-1,-1,-1,-1,-1,-1
2053,1885,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1879,1794,1794,1813,1990,1989,1749,-1,-1,-1,-1,-1,-1
2117,1949,-1,-1,193,194,326,449,578,579,453,194,326,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1943,1858,1858,1877,2054,2053,1813,1989,1730,1990,1749,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1941,2118,2117,1877,2053,1794,2054,1813,1730,1989
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1941,2117,1858,2118,1877,1794,2053
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1941,1858,2117
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
