47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,1,3,47,-1,-1,-1,-1,-1,-1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,1,40,15,47,-1,-1,-1,-1,-1,-1,-1,47,-1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,13,15,47,47,47,47,-1,-1,-1,-1,-1,-1,-1,-1,47,47,47,47,47,47,47,1,2,3,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,47,47,1,2,2,31,49,30,2,2,2,3,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,1,2,2,2,8,8,2,2,2,2,2,2,2,2,31,24,14,14,14,14,14,14,14,41,3,47,47,47,47,0,47,47,47,47,47
47,47,47,47,47,13,14,14,14,14,14,14,14,14,14,25,56,24,14,14,15,47,47,47,47,47,47,47,13,41,2,2,2,2,5,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,13,14,15,47,47,47,47,47,47,47,47,47,47,47,13,14,14,14,25,9,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,7,30,3,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,13,14,15,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,-1,-1,47,-1,47,47,47,47,47,47,47,47,47,47,1,2,3,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,-1,47,47,47,47,47,47,47,47,47,1,31,24,15,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,-1,-1,47,1,2,2,2,2,2,2,2,31,24,15,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,-1,47,13,14,14,14,14,14,14,14,14,15,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1,2,3,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,7,56,9,47,47,47,47
